,tweet_id,tweet_text,verified,followers_count,friends_count,user_created_at,retweet_count
0,1345838371340513286,"Canada’s hospital/ICU bed situation was bad even before #COVID19, &amp; has gone from bad to worse. As the population grew, beds actually DECREASED.
Capacity needs to increase permanently to reduce backlog/waitlists &amp; end ‘hallway’ medicine.🏥🧵⬇️ https://t.co/g2m1bLAdEU",False,370,783,2021-01-03 21:04:06,77
1,1345838163332374531,"India has licensing agreements to produce #COVID19 vaccines, and an immense vaccine production capacity.

Despite what the Trudeau government says, Canada also has the capacity to produce vaccines. So why didn't he secure licensing agreements?

#Cdnpoli
https://t.co/jYfzV44Fts",False,21,54,2021-01-03 21:03:17,18
2,1345837959065477121,"India has licensing agreements to produce #COVID19 vaccines, and an immense vaccine production capacity.

Despite what the Trudeau government says, Canada also has the capacity to produce vaccines. So why didn't he secure licensing agreements?

#Cdnpoli
https://t.co/jYfzV44Fts",False,93,125,2021-01-03 21:02:28,18
3,1345837921413308417,"Here's one: Ontario reports 2,964 new COVID-19 cases and 25 more deaths | CBC News https://t.co/0YDw5gpuIm, see more https://t.co/6AGrWm2HZY",False,1539,2465,2021-01-03 21:02:19,0
4,1345837847123779586,"""Why Israel is leading the world with #COVID19 vaccinations"" https://t.co/NdIo7z0YWb by @markgollom cc @checkupcbc 

Many challenges with #vaccine rollout in Canada, including supply, staffing, technical challenges with vaccine distribution. 

Need to get better asap! https://t.co/ZKA9c7Uwvt",False,158,759,2021-01-03 21:02:01,5
5,1345837804807462913,"India has licensing agreements to produce #COVID19 vaccines, and an immense vaccine production capacity.

Despite what the Trudeau government says, Canada also has the capacity to produce vaccines. So why didn't he secure licensing agreements?

#Cdnpoli
https://t.co/jYfzV44Fts",False,914,1133,2021-01-03 21:01:51,18
6,1345837568882057220,"@SecPompeo While Trump was kneecapping the Postal Service, censoring the CDC, getting himself &amp; his family sick, &amp; infecting the entire White House with COVID19..

..Canada was reporting no new COVID19 deaths.

https://t.co/aCmHLqXYqS",False,4716,4472,2021-01-03 21:00:55,0
7,1345837565383999492,"Yikes! #Ottawa’s test positivity percentage - 3.9% - puts the city firmly in the “red zone”.

Early release from lockdown, scheduled til at least Jan. 23rd, looks unlikely. 

#StayHome so students can return to schools. #ShopLocal, from a distance.  https://t.co/Ocduqk0FpG",False,735,306,2021-01-03 21:00:54,1
8,1345837519896776706,"↗️ Schools transmit #COVID19, dip due to half term
↗️ New varient more transmissible in children
#COVIDIsAirborne
#CovidIsInTheAir
#SARSCoV2 @CovidEcoles @INSPQ #Quebec #Canada 🇨🇦#COVID19QC 🦠 https://t.co/OVkTmD8VrQ",False,952,714,2021-01-03 21:00:43,0
9,1345837510547668998,"@JustinTrudeau, we need you to declare a state of emergency, call out the military nationwide and vaccinate Canada. The provinces are failing miserably. How many people will die to allow the premiers to maintain their facades of leadership. #COVID19 #coronavirus #cdnhealth",False,2091,3787,2021-01-03 21:00:41,1
10,1345837391026778112,"India has licensing agreements to produce #COVID19 vaccines, and an immense vaccine production capacity.

Despite what the Trudeau government says, Canada also has the capacity to produce vaccines. So why didn't he secure licensing agreements?

#Cdnpoli
https://t.co/jYfzV44Fts",False,33,382,2021-01-03 21:00:13,18
11,1345837342305746947,"A 24-year-old #Vancouver man spent #Christmas night in jail after repeatedly hosting parties that violated #COVID19 public health orders.
https://t.co/cdvwzT7IjW",False,264,535,2021-01-03 21:00:01,0
12,1345837342167236608,"India has licensing agreements to produce #COVID19 vaccines, and an immense vaccine production capacity.

Despite what the Trudeau government says, Canada also has the capacity to produce vaccines. So why didn't he secure licensing agreements?

#Cdnpoli
https://t.co/jYfzV44Fts",False,2521,1716,2021-01-03 21:00:01,18
13,1345837340850208768,"Ontario sees 5,839 new cases of COVID-19, 95 deaths over 2 days https://t.co/DCcNvoZUSt",False,75326,41,2021-01-03 21:00:01,0
14,1345837283161890823,"""Why Israel is leading the world with #COVID19 vaccinations"" https://t.co/NdIo7z0YWb by @markgollom cc @checkupcbc 

Many challenges with #vaccine rollout in Canada, including supply, staffing, technical challenges with vaccine distribution. 

Need to get better asap! https://t.co/ZKA9c7Uwvt",False,980,3569,2021-01-03 20:59:47,5
15,1345837268406161408,"India has licensing agreements to produce #COVID19 vaccines, and an immense vaccine production capacity.

Despite what the Trudeau government says, Canada also has the capacity to produce vaccines. So why didn't he secure licensing agreements?

#Cdnpoli
https://t.co/jYfzV44Fts",False,299,536,2021-01-03 20:59:43,18
16,1345837222038269952,"@martinplaut, you might even ask: 
Is the Earth round?
Does the Sun revolve around the Earth?
Did they fake the moon landing?
Is Covid19 a virus or bacteria?
Is Meles Zenawi still alive? 
Does polio vaccine work?
Is Africa a continent? 
Is Canada one state of USA?
#Ethiopia 🤣🤣 https://t.co/4o1BITPU13",False,37190,6230,2021-01-03 20:59:32,15
17,1345837014248144896,"The U.S. death toll from COVID-19 has surpassed 350,000. Here's a roundup of COVID-19 news in Canada and around the world. https://t.co/P85iOaWXVx",False,108,174,2021-01-03 20:58:43,15
18,1345836821805031424,"It's the same in Canada; my uncle passed away last month;had COPD for a decade;but survived to 86;but;you guessed it ""dead from complications of Covid19"" https://t.co/N1EgJb1QIQ",False,3741,3658,2021-01-03 20:57:57,0
19,1345836801785614336,"@JustinTrudeau, we need you to declare a state of emergency, call out the military nationwide and vaccinate Canada. The provinces are failing miserably. How many people will die to allow the premiers to maintain their facades of leadership. #COVID19 #coronavirus #cdnhealth",False,1608,1704,2021-01-03 20:57:52,1
20,1345836768294297600,"Current federal policies omit #COVID19 benefits for people with #disabilities but allow for traveler benefits. Who among you is going to step up and correct this? @CanadianPM @fordnation @CQualtro @ToddSmithPC #pwd #disabilityrights #odspoverty 

https://t.co/7LJCd9ugns",False,222,539,2021-01-03 20:57:44,10
21,1345836500156637185,"Spin: hospitals are over capacity ONLY because of #COVID19

Reality: We were overcapacity before #COVID19  but now it's worse. 

Fact: 🇨🇦 has cut hospital beds for decades and ranks near the bottom of the OECD https://t.co/UG496rSKBU https://t.co/4NGifVBPc9",False,2042,794,2021-01-03 20:56:40,90
22,1345836394355195904,"Moral of the COVID story in Canada... 

If you want to travel, see family members, and overall just break all the rules put in place — become an elected official. Because they can do whatever they want.

“Do what I say, not what I do” - Canadian politicians 🤦🏽‍♂️

#cdnpoli #covid19",False,3801,3673,2021-01-03 20:56:15,9
23,1345836174204522496,"#trudeau and @PattyHajdu, who both heavily mismanaged Canada's #covid19 response, only remain in office due to #MSM helping them cover up their lethal mistakes.

Canadians should be infuriated #cbc and #ctvnews are keeping them in the dark.

#COVID19Ontario #cdnpoli",False,1187,1937,2021-01-03 20:55:23,27
24,1345836168034750464,"Ontario added 25 more deaths from COVID-19; there are currently 23,611 active cases across the province https://t.co/XdQzLlgAls",False,634,2465,2021-01-03 20:55:21,7
25,1345836152742322177,"India has licensing agreements to produce #COVID19 vaccines, and an immense vaccine production capacity.

Despite what the Trudeau government says, Canada also has the capacity to produce vaccines. So why didn't he secure licensing agreements?

#Cdnpoli
https://t.co/jYfzV44Fts",False,438,740,2021-01-03 20:55:17,18
26,1345836141556027394,"India has licensing agreements to produce #COVID19 vaccines, and an immense vaccine production capacity.

Despite what the Trudeau government says, Canada also has the capacity to produce vaccines. So why didn't he secure licensing agreements?

#Cdnpoli
https://t.co/jYfzV44Fts",False,172,245,2021-01-03 20:55:15,18
27,1345836064339013633,"#Canada hit 600k cases of #COVID19. Nearly 2/3 of those cases are in Ontario and Quebec, and from what I've heard, Ontario is doing particularly poorly at stopping the spread.
By contrast, #NovaScotia is doing really well -- only a handful of new cases. https://t.co/Km4C6vnSH3",False,164,113,2021-01-03 20:54:56,0
28,1345836050795491328,"#Breaking: Ontario is reporting #COVID19 outbreaks in an additional 19 long-term care homes, taking the total up to 207 homes with an outbreak across the province. https://t.co/Sn8fjKGqIh",False,34,90,2021-01-03 20:54:53,31
29,1345835994399047689,"India has licensing agreements to produce #COVID19 vaccines, and an immense vaccine production capacity.

Despite what the Trudeau government says, Canada also has the capacity to produce vaccines. So why didn't he secure licensing agreements?

#Cdnpoli
https://t.co/jYfzV44Fts",False,15,30,2021-01-03 20:54:40,18
30,1345835945304748032,"Spin: hospitals are over capacity ONLY because of #COVID19

Reality: We were overcapacity before #COVID19  but now it's worse. 

Fact: 🇨🇦 has cut hospital beds for decades and ranks near the bottom of the OECD https://t.co/UG496rSKBU https://t.co/4NGifVBPc9",False,1431,1353,2021-01-03 20:54:28,90
31,1345835818481373184,"""Why Israel is leading the world with #COVID19 vaccinations"" https://t.co/NdIo7z0YWb by @markgollom cc @checkupcbc 

Many challenges with #vaccine rollout in Canada, including supply, staffing, technical challenges with vaccine distribution. 

Need to get better asap! https://t.co/ZKA9c7Uwvt",False,1437,3248,2021-01-03 20:53:58,5
32,1345835640382922762,"India has licensing agreements to produce #COVID19 vaccines, and an immense vaccine production capacity.

Despite what the Trudeau government says, Canada also has the capacity to produce vaccines. So why didn't he secure licensing agreements?

#Cdnpoli
https://t.co/jYfzV44Fts",False,736,666,2021-01-03 20:53:15,18
33,1345835634208997376,"""Why Israel is leading the world with #COVID19 vaccinations"" https://t.co/NdIo7z0YWb by @markgollom cc @checkupcbc 

Many challenges with #vaccine rollout in Canada, including supply, staffing, technical challenges with vaccine distribution. 

Need to get better asap! https://t.co/ZKA9c7Uwvt",False,1439,1307,2021-01-03 20:53:14,5
34,1345835332625952776,"Alberta reports 400 new coronavirus cases, Manitoba reports 101 and New Brunswick reports 7. The latest numbers, plus other COVID-19 developments, here: https://t.co/3o8idJWGNk https://t.co/cWv1buXi5A",False,3453,4358,2021-01-03 20:52:02,5
35,1345835229479653378,"""Why Israel is leading the world with #COVID19 vaccinations"" https://t.co/NdIo7z0YWb by @markgollom cc @checkupcbc 

Many challenges with #vaccine rollout in Canada, including supply, staffing, technical challenges with vaccine distribution. 

Need to get better asap! https://t.co/ZKA9c7Uwvt",False,619,1767,2021-01-03 20:51:37,5
36,1345835193739968513,"Canada’s hospital/ICU bed situation was bad even before #COVID19, &amp; has gone from bad to worse. As the population grew, beds actually DECREASED.
Capacity needs to increase permanently to reduce backlog/waitlists &amp; end ‘hallway’ medicine.🏥🧵⬇️ https://t.co/g2m1bLAdEU",False,475,698,2021-01-03 20:51:29,77
37,1345835148579893251,"India has licensing agreements to produce #COVID19 vaccines, and an immense vaccine production capacity.

Despite what the Trudeau government says, Canada also has the capacity to produce vaccines. So why didn't he secure licensing agreements?

#Cdnpoli
https://t.co/jYfzV44Fts",False,13,90,2021-01-03 20:51:18,18
38,1345835136827363328,"India has licensing agreements to produce #COVID19 vaccines, and an immense vaccine production capacity.

Despite what the Trudeau government says, Canada also has the capacity to produce vaccines. So why didn't he secure licensing agreements?

#Cdnpoli
https://t.co/jYfzV44Fts",False,634,616,2021-01-03 20:51:15,18
39,1345835128111546369,"Wearing a non-medical mask?
-It should fit securely with ties or ear loops
-Change it asap if it’s dirty
-It should cover your nose and mouth comfortably without gaping.

Learn more: https://t.co/mHziNGWJJ7 #COVID19 https://t.co/coJDguVvt6",False,5368,5867,2021-01-03 20:51:13,207
40,1345835116099112960,Canada can give their people 2000k a month plus an additional 1000k for children for Covid relief yet we can not get a one time payout from the greatest county in the world. 🙄 #nationallockdown #600isNotAStimulusCheck #COVID19,False,34,51,2021-01-03 20:51:10,0
41,1345835090962751494,"India has licensing agreements to produce #COVID19 vaccines, and an immense vaccine production capacity.

Despite what the Trudeau government says, Canada also has the capacity to produce vaccines. So why didn't he secure licensing agreements?

#Cdnpoli
https://t.co/jYfzV44Fts",False,171,331,2021-01-03 20:51:04,18
42,1345834746396479488,"India has licensing agreements to produce #COVID19 vaccines, and an immense vaccine production capacity.

Despite what the Trudeau government says, Canada also has the capacity to produce vaccines. So why didn't he secure licensing agreements?

#Cdnpoli
https://t.co/jYfzV44Fts",False,57,730,2021-01-03 20:49:42,18
43,1345834707360100355,"Canada’s hospital/ICU bed situation was bad even before #COVID19, &amp; has gone from bad to worse. As the population grew, beds actually DECREASED.
Capacity needs to increase permanently to reduce backlog/waitlists &amp; end ‘hallway’ medicine.🏥🧵⬇️ https://t.co/g2m1bLAdEU",False,523,2024,2021-01-03 20:49:33,77
44,1345834688577900545,"25-year-old #COVID19 victim being remembered as 'bright light': https://t.co/EAf4pJLnKi  

As of Saturday, there were 158 reported deaths attributed to COVID-19 in #Saskatchewan. 

Savannah Noon, a talented photographer from the Thunderchild First Nation, was one of them.",False,733,523,2021-01-03 20:49:28,5
45,1345834560953712640,"India has licensing agreements to produce #COVID19 vaccines, and an immense vaccine production capacity.

Despite what the Trudeau government says, Canada also has the capacity to produce vaccines. So why didn't he secure licensing agreements?

#Cdnpoli
https://t.co/jYfzV44Fts",False,484,1420,2021-01-03 20:48:58,18
46,1345834554997653504,"""Why Israel is leading the world with #COVID19 vaccinations"" https://t.co/NdIo7z0YWb by @markgollom cc @checkupcbc 

Many challenges with #vaccine rollout in Canada, including supply, staffing, technical challenges with vaccine distribution. 

Need to get better asap! https://t.co/ZKA9c7Uwvt",True,63405,3268,2021-01-03 20:48:56,5
47,1345834483665293315,"India has licensing agreements to produce #COVID19 vaccines, and an immense vaccine production capacity.

Despite what the Trudeau government says, Canada also has the capacity to produce vaccines. So why didn't he secure licensing agreements?

#Cdnpoli
https://t.co/jYfzV44Fts",False,27348,548,2021-01-03 20:48:39,18
48,1345834466187554819,"85 million #COVID19 cases. 
That's twice the population of #Canada.
1.8 million have died worldwide. No idea how many survivors still have lingering symptoms, but it must be in the tend of millions.
Where's the second wave? Seems to me like the first one never really ended. https://t.co/JoI5krk0L9",False,164,113,2021-01-03 20:48:35,0
49,1345834441571065856,@LeslynLewis Dr Henry is NOT a scientist just a public health doctor &amp; is making all sorts of controls on the healthy pop BUT has totally failed with LTC homes having almost 100 deaths a week &amp; a record 27 in 1 day THE 1st COVID19 death in Canada was in BC LTC so how is she succcesful ???,False,43,16,2021-01-03 20:48:29,0
50,1345833984668925953,"JAN 2: #CovidVaccine in Ontario🇨🇦
Cumulative vaccinations: 37269 (+4365)
💉delivered: 148350
💉in freezer: 111081 (74.9%)
Data sources: #COVID19 Canada Open Data Working Group https://t.co/8uubSrKQjG &amp; @covid_canada https://t.co/75cKPUUcsz https://t.co/Y37lOgLaPR",False,512,451,2021-01-03 20:46:40,131
51,1345833935721226240,"Canada’s hospital/ICU bed situation was bad even before #COVID19, &amp; has gone from bad to worse. As the population grew, beds actually DECREASED.
Capacity needs to increase permanently to reduce backlog/waitlists &amp; end ‘hallway’ medicine.🏥🧵⬇️ https://t.co/g2m1bLAdEU",False,6207,6790,2021-01-03 20:46:29,77
52,1345833615033159680,"According to the ministry, the 25 additional COVID-19-related deaths on Saturday bring the provincial death toll to 4,650. https://t.co/duBoLnSi8g",False,7000,5819,2021-01-03 20:45:12,5
53,1345833559240663044,"#WhereIsTrudeau? 

Today, like many days, he is occupying the limited space in the small minds of every Mcga conservative ""easy bake"" conspiracy nutjob on Twitter... rent free!

Happy New Year PMJT!

And... Happy New Year #Canada🇨🇦!!

#cdnpoli #canpoli #Covid19",False,210,833,2021-01-03 20:44:59,110
54,1345832979247951872,@ctvwinnipeg @Covid19_Canada I didn’t know RCMP had the ability enforce public health orders? Deplorable,False,0,0,2021-01-03 20:42:41,0
55,1345832855851724801,OPH reports record-high case numbers on Sunday https://t.co/zXQpIsZoN5 #ottnews #ottawa https://t.co/18WvDtySce,False,77,144,2021-01-03 20:42:11,7
56,1345831977430212613,"Repair your phones, I repair  all type of phones and Gadgets.
 🤗 Rt 🙏🏾

Chelsea Lagos #dangote #Bitcoin #lockdown Canada #DNAtest Wizkid Davido Burna boy #DangoteSideChick #DangotesBumbum #FindJoshua #COVID19 #ChiefLaycon Mendy Bobrisy the Johnson roman https://t.co/GNvv5wbD4P",False,202,469,2021-01-03 20:38:42,0
57,1345831938930577410,"In fact, he went missing completely for 10 days, during which time 73 Albertans died after contracting #COVID19.

#WhereIsKenney trended for days. #ableg 12/13 https://t.co/EdPjmGw2ML",False,3277,4454,2021-01-03 20:38:33,50
58,1345831695673683968,"#trudeau and @PattyHajdu, who both heavily mismanaged Canada's #covid19 response, only remain in office due to #MSM helping them cover up their lethal mistakes.

Canadians should be infuriated #cbc and #ctvnews are keeping them in the dark.

#COVID19Ontario #cdnpoli",False,299,245,2021-01-03 20:37:35,27
59,1345831585296175104,"Oh, look! A country where a politician disobeying government #COVID19 restrictions loses his job. 
Of course, it's not Australia. Or the UK. (Don't even think about the US!) 
It's Canada. https://t.co/ogDRKVCVy0",False,3112,4989,2021-01-03 20:37:08,4
60,1345831548755582976,"JAN 2: #CovidVaccine in Ontario🇨🇦
Cumulative vaccinations: 37269 (+4365)
💉delivered: 148350
💉in freezer: 111081 (74.9%)
Data sources: #COVID19 Canada Open Data Working Group https://t.co/8uubSrKQjG &amp; @covid_canada https://t.co/75cKPUUcsz https://t.co/Y37lOgLaPR",False,22,23,2021-01-03 20:37:00,131
61,1345831329749987330,"Yikes! #Ottawa’s test positivity percentage - 3.9% - puts the city firmly in the “red zone”.

Early release from lockdown, scheduled til at least Jan. 23rd, looks unlikely. 

#StayHome so students can return to schools. #ShopLocal, from a distance.  https://t.co/Ocduqk0FpG",False,1594,3099,2021-01-03 20:36:08,1
62,1345830942649118721,"In fact, he went missing completely for 10 days, during which time 73 Albertans died after contracting #COVID19.

#WhereIsKenney trended for days. #ableg 12/13 https://t.co/EdPjmGw2ML",False,4380,3130,2021-01-03 20:34:35,50
63,1345830941118271488,"Canada is an authoritarian country...
https://t.co/87vbzcbA1V
#Canada #Cdnpoli #Abpoli #COVID19AB #COVID19 #COVIDSecondWave #EndTheLockdowns #GreatReset @jkenney @RodFrank12 @ezralevant @CandiceMalcolm @DavidMilley22 @PaulMitchell_AB @Milhouse_Van_Ho @TheoFleury14 @FranksBullitts",False,164,273,2021-01-03 20:34:35,2
64,1345830915205955584,"The Doctor Who Fooled the World: Science, Deception, and the War on Vaccines. 

Published today in the United States https://t.co/P5jFv7ftpb and Canada https://t.co/UNmZBn6i2s (Dog not included) 

#books #pediatrics #coronavirus #vaccines #covidiots #covid19 https://t.co/pnhF4J5r0b",False,5827,5801,2021-01-03 20:34:29,24
65,1345830651786878976,"New year, same #COVID19 friendly reminders 👇
🔹 Wear a mask
🔹 Physical distance by staying 2m apart
🔹 Wash your hands
🔹 Download the #COVIDAlert app
🔹 Follow the advice of your local public health authorities
#StaySafe https://t.co/Z0UBPkyr62",True,886093,766,2021-01-03 20:33:26,19
66,1345830620497203200,#COVID19 has forced big changes on med schools. Will some newly graduated doctors miss out on key experience? by @MultanMichael  https://t.co/RR4bTv5fEL via @torontostar @vivianwltsang #cdnhealth #MedEd,False,70,165,2021-01-03 20:33:18,2
67,1345830598888271874,"Canada’s hospital/ICU bed situation was bad even before #COVID19, &amp; has gone from bad to worse. As the population grew, beds actually DECREASED.
Capacity needs to increase permanently to reduce backlog/waitlists &amp; end ‘hallway’ medicine.🏥🧵⬇️ https://t.co/g2m1bLAdEU",False,186,406,2021-01-03 20:33:13,77
68,1345830500825493507,"Canada’s hospital/ICU bed situation was bad even before #COVID19, &amp; has gone from bad to worse. As the population grew, beds actually DECREASED.
Capacity needs to increase permanently to reduce backlog/waitlists &amp; end ‘hallway’ medicine.🏥🧵⬇️ https://t.co/g2m1bLAdEU",False,599,1171,2021-01-03 20:32:50,77
69,1345830241047080961,"Canada’s hospital/ICU bed situation was bad even before #COVID19, &amp; has gone from bad to worse. As the population grew, beds actually DECREASED.
Capacity needs to increase permanently to reduce backlog/waitlists &amp; end ‘hallway’ medicine.🏥🧵⬇️ https://t.co/g2m1bLAdEU",False,2834,309,2021-01-03 20:31:48,77
70,1345830061778190337,#COVID19 has forced big changes on med schools. Will some newly graduated doctors miss out on key experience? by @MultanMichael  https://t.co/RR4bTv5fEL via @torontostar @vivianwltsang #cdnhealth #MedEd,False,345,300,2021-01-03 20:31:05,2
